p_id,p_id2,value
2wr4,3ztj,2.22
2wr5,3ztj,2.33
2wr7,3ztj,2.19
2wrb,3ztj,1.75
2wrc,3ztj,1.74
2wrd,3ztj,1.73
2wre,3ztj,2.27
2wrf,3ztj,1.79
2wrg,3ztj,1.78
2wrh,3ztj,1.78
2yp2,3ztj,0.62
2yp3,3ztj,0.56
2yp4,3ztj,0.55
2yp5,3ztj,0.58
2yp7,3ztj,0.62
2yp8,3ztj,0.62
2yp9,3ztj,0.62
2ypg,3ztj,0.34
3al4,3ztj,1.71
3bt6,3ztj,2.68
3eyj,3ztj,0.82
3eyk,3ztj,0.85
3eym,3ztj,0.36
3fku,3ztj,1.53
3gbm,3ztj,1.54
3gbn,3ztj,1.71
3hmg,3ztj,0.39
3hto,3ztj,1.69
3htp,3ztj,1.71
3htq,3ztj,1.7
3htt,3ztj,1.7
3ku3,3ztj,2.21
3ku5,3ztj,2.22
3ku6,3ztj,2.22
3lzf,3ztj,1.65
3lzg,3ztj,1.92
3m5g,3ztj,1.64
3m5h,3ztj,1.62
3m5i,3ztj,1.67
3m5j,3ztj,1.66
3m6s,3ztj,1.76
3mlh,3ztj,2.04
3qqb,3ztj,2.21
3qqe,3ztj,2.21
3qqi,3ztj,2.23
3qqo,3ztj,2.48
3r2x,3ztj,1.69
3s11,3ztj,1.55
3s12,3ztj,1.15
3s13,3ztj,1.54
3sdy,3ztj,0.53
3sm5,3ztj,1.8
3ube,3ztj,1.84
3ubj,3ztj,1.8
3ubn,3ztj,1.85
3ubq,3ztj,1.79
3uyw,3ztj,1.79
3uyx,3ztj,1.91
3vun,3ztj,0.44
3znk,3ztj,1.54
3znl,3ztj,1.53
3znm,3ztj,1.53
3zp0,3ztj,1.52
3zp1,3ztj,1.51
3zp2,3ztj,1.53
3zp3,3ztj,1.52
3zp6,3ztj,1.52
3zpb,3ztj,1.52
1eo8,4bgw,1.51
1ha0,4bgw,1.53
1hgd,4bgw,1.5
1hge,4bgw,1.5
1hgf,4bgw,1.51
1hgg,4bgw,1.52
1hgh,4bgw,1.51
1hgi,4bgw,1.5
1hgj,4bgw,1.5
1jsd,4bgw,1.26
1jsh,4bgw,1.26
1jsi,4bgw,1.26
1jsm,4bgw,0.51
1jsn,4bgw,0.52
1jso,4bgw,0.5
1ken,4bgw,1.56
1mql,4bgw,1.5
1mqm,4bgw,1.49
1mqn,4bgw,1.49
1qfu,4bgw,1.48
1rd8,4bgw,1.43
1ru7,4bgw,0.98
1rvt,4bgw,1.01
1rvx,4bgw,0.98
1rvz,4bgw,0.98
1ti8,4bgw,1.53
2fk0,4bgw,1.13
2hmg,4bgw,1.52
2ibx,4bgw,0.46
2rft,4bgw,2.82
2rfu,4bgw,2.81
2viu,4bgw,1.51
2wr0,4bgw,1.28
2wr1,4bgw,1.29
2wr2,4bgw,1.3
2wr3,4bgw,1.38
2wr4,4bgw,1.39
2wr5,4bgw,1.38
2wr7,4bgw,1.41
2wrb,4bgw,1.24
2wrc,4bgw,1.21
2wrd,4bgw,1.22
2wre,4bgw,1.49
2wrf,4bgw,1.31
2wrg,4bgw,1.35
2wrh,4bgw,1.33
2yp2,4bgw,1.54
2yp3,4bgw,1.54
2yp4,4bgw,1.53
2yp5,4bgw,1.53
2yp7,4bgw,1.54
2yp8,4bgw,1.54
2yp9,4bgw,1.53
2ypg,4bgw,1.5
3al4,4bgw,1.3
3bt6,4bgw,2.9
3eyj,4bgw,1.88
3eyk,4bgw,1.91
3eym,4bgw,1.51
3fku,4bgw,0.46
3gbm,4bgw,0.29
3gbn,4bgw,1.07
3hmg,4bgw,1.52
3hto,4bgw,1.19
3htp,4bgw,1.22
3htq,4bgw,1.19
3htt,4bgw,1.21
3ku3,4bgw,0.37
3ku5,4bgw,0.38
3ku6,4bgw,0.37
3lzf,4bgw,1.0
3lzg,4bgw,1.29
3m5g,4bgw,1.55
3m5h,4bgw,1.51
3m5i,4bgw,1.56
3m5j,4bgw,1.52
3m6s,4bgw,1.34
3mlh,4bgw,1.65
3qqb,4bgw,0.37
3qqe,4bgw,0.37
3qqi,4bgw,0.54
3qqo,4bgw,1.51
3r2x,4bgw,1.0
3s11,4bgw,0.35
3s12,4bgw,0.49
3s13,4bgw,0.34
3sdy,4bgw,1.51
3sm5,4bgw,1.14
3ube,4bgw,1.21
3ubj,4bgw,1.21
3ubn,4bgw,1.2
3ubq,4bgw,1.22
3uyw,4bgw,1.18
3uyx,4bgw,1.22
3vun,4bgw,1.53
3znk,4bgw,0.28
3znl,4bgw,0.28
3znm,4bgw,0.26
3zp0,4bgw,0.28
3zp1,4bgw,0.27
3zp2,4bgw,0.31
3zp3,4bgw,0.29
3zp6,4bgw,0.28
3zpb,4bgw,0.3
3ztj,4bgw,1.51
1eo8,4bgx,1.53
1ha0,4bgx,1.55
1hgd,4bgx,1.52
1hge,4bgx,1.52
1hgf,4bgx,1.53
1hgg,4bgx,1.53
1hgh,4bgx,1.53
1hgi,4bgx,1.52
1hgj,4bgx,1.52
1jsd,4bgx,1.26
1jsh,4bgx,1.26
1jsi,4bgx,1.27
1jsm,4bgx,0.54
1jsn,4bgx,0.52
1jso,4bgx,0.53
1ken,4bgx,1.57
1mql,4bgx,1.51
1mqm,4bgx,1.51
1mqn,4bgx,1.51
1qfu,4bgx,1.5
1rd8,4bgx,1.43
1ru7,4bgx,0.98
1rvt,4bgx,1.02
1rvx,4bgx,0.98
1rvz,4bgx,0.97
1ti8,4bgx,1.57
2fk0,4bgx,1.14
2hmg,4bgx,1.53
2ibx,4bgx,0.49
2rft,4bgx,2.83
2rfu,4bgx,2.83
2viu,4bgx,1.53
2wr0,4bgx,1.28
2wr1,4bgx,1.3
2wr2,4bgx,1.3
2wr3,4bgx,1.37
2wr4,4bgx,1.38
2wr5,4bgx,1.37
2wr7,4bgx,1.39
2wrb,4bgx,1.24
2wrc,4bgx,1.21
2wrd,4bgx,1.23
2wre,4bgx,1.48
2wrf,4bgx,1.31
2wrg,4bgx,1.34
2wrh,4bgx,1.31
2yp2,4bgx,1.57
2yp3,4bgx,1.57
2yp4,4bgx,1.56
2yp5,4bgx,1.55
2yp7,4bgx,1.57
2yp8,4bgx,1.57
2yp9,4bgx,1.56
2ypg,4bgx,1.52
3al4,4bgx,1.3
3bt6,4bgx,2.92
3eyj,4bgx,1.89
3eyk,4bgx,1.92
3eym,4bgx,1.52
3fku,4bgx,0.45
3gbm,4bgx,0.28
3gbn,4bgx,1.09
3hmg,4bgx,1.54
3hto,4bgx,1.19
3htp,4bgx,1.21
3htq,4bgx,1.18
3htt,4bgx,1.2
3ku3,4bgx,0.37
3ku5,4bgx,0.37
3ku6,4bgx,0.36
3lzf,4bgx,1.0
3lzg,4bgx,1.3
3m5g,4bgx,1.58
3m5h,4bgx,1.55
3m5i,4bgx,1.59
3m5j,4bgx,1.55
3m6s,4bgx,1.35
3mlh,4bgx,1.67
3qqb,4bgx,0.36
3qqe,4bgx,0.36
3qqi,4bgx,0.54
3qqo,4bgx,1.48
3r2x,4bgx,1.0
3s11,4bgx,0.33
3s12,4bgx,0.47
3s13,4bgx,0.32
3sdy,4bgx,1.53
3sm5,4bgx,1.15
3ube,4bgx,1.21
3ubj,4bgx,1.22
3ubn,4bgx,1.2
3ubq,4bgx,1.23
3uyw,4bgx,1.2
3uyx,4bgx,1.25
3vun,4bgx,1.56
3znk,4bgx,0.26
3znl,4bgx,0.25
3znm,4bgx,0.24
3zp0,4bgx,0.25
3zp1,4bgx,0.26
3zp2,4bgx,0.32
3zp3,4bgx,0.32
3zp6,4bgx,0.29
3zpb,4bgx,0.28
3ztj,4bgx,1.53
4bgw,4bgx,0.19
1eo8,4bgy,1.52
1ha0,4bgy,1.54
1hgd,4bgy,1.51
1hge,4bgy,1.51
1hgf,4bgy,1.52
1hgg,4bgy,1.52
1hgh,4bgy,1.51
1hgi,4bgy,1.51
1hgj,4bgy,1.51
1jsd,4bgy,1.26
1jsh,4bgy,1.26
1jsi,4bgy,1.26
1jsm,4bgy,0.55
1jsn,4bgy,0.52
1jso,4bgy,0.53
1ken,4bgy,1.55
1mql,4bgy,1.49
1mqm,4bgy,1.49
1mqn,4bgy,1.49
1qfu,4bgy,1.49
1rd8,4bgy,1.43
1ru7,4bgy,0.99
1rvt,4bgy,1.03
1rvx,4bgy,0.98
1rvz,4bgy,0.98
1ti8,4bgy,1.58
2fk0,4bgy,1.14
2hmg,4bgy,1.52
2ibx,4bgy,0.49
2rft,4bgy,2.85
2rfu,4bgy,2.85
2viu,4bgy,1.51
2wr0,4bgy,1.29
2wr1,4bgy,1.32
2wr2,4bgy,1.32
2wr3,4bgy,1.41
2wr4,4bgy,1.41
2wr5,4bgy,1.4
2wr7,4bgy,1.43
2wrb,4bgy,1.26
2wrc,4bgy,1.22
2wrd,4bgy,1.24
2wre,4bgy,1.52
2wrf,4bgy,1.31
2wrg,4bgy,1.35
2wrh,4bgy,1.32
2yp2,4bgy,1.56
2yp3,4bgy,1.56
2yp4,4bgy,1.55
2yp5,4bgy,1.55
2yp7,4bgy,1.57
2yp8,4bgy,1.57
2yp9,4bgy,1.56
2ypg,4bgy,1.51
3al4,4bgy,1.31
3bt6,4bgy,2.85
3eyj,4bgy,1.89
3eyk,4bgy,1.93
3eym,4bgy,1.52
3fku,4bgy,0.49
3gbm,4bgy,0.31
3gbn,4bgy,1.1
3hmg,4bgy,1.52
3hto,4bgy,1.2
3htp,4bgy,1.21
3htq,4bgy,1.19
3htt,4bgy,1.2
3ku3,4bgy,0.44
3ku5,4bgy,0.44
3ku6,4bgy,0.43
3lzf,4bgy,1.02
3lzg,4bgy,1.32
3m5g,4bgy,1.59
3m5h,4bgy,1.56
3m5i,4bgy,1.6
3m5j,4bgy,1.56
3m6s,4bgy,1.35
3mlh,4bgy,1.68
3qqb,4bgy,0.44
3qqe,4bgy,0.43
3qqi,4bgy,0.61
3qqo,4bgy,1.54
3r2x,4bgy,1.01
3s11,4bgy,0.35
3s12,4bgy,0.64
3s13,4bgy,0.31
3sdy,4bgy,1.52
3sm5,4bgy,1.16
3ube,4bgy,1.23
3ubj,4bgy,1.23
3ubn,4bgy,1.22
3ubq,4bgy,1.23
3uyw,4bgy,1.2
3uyx,4bgy,1.25
3vun,4bgy,1.55
3znk,4bgy,0.22
3znl,4bgy,0.21
3znm,4bgy,0.18
3zp0,4bgy,0.27
3zp1,4bgy,0.3
3zp2,4bgy,0.37
3zp3,4bgy,0.37
3zp6,4bgy,0.33
3zpb,4bgy,0.32
3ztj,4bgy,1.52
4bgw,4bgy,0.24
4bgx,4bgy,0.21
1eo8,4bgz,1.52
1ha0,4bgz,1.54
1hgd,4bgz,1.51
1hge,4bgz,1.51
1hgf,4bgz,1.52
1hgg,4bgz,1.53
1hgh,4bgz,1.52
1hgi,4bgz,1.52
1hgj,4bgz,1.52
1jsd,4bgz,1.2
1jsh,4bgz,1.2
1jsi,4bgz,1.21
1jsm,4bgz,0.49
1jsn,4bgz,0.52
1jso,4bgz,0.49
1ken,4bgz,1.57
1mql,4bgz,1.5
1mqm,4bgz,1.49
1mqn,4bgz,1.49
1qfu,4bgz,1.49
1rd8,4bgz,1.41
1ru7,4bgz,0.94
1rvt,4bgz,1.0
1rvx,4bgz,0.94
1rvz,4bgz,0.94
1ti8,4bgz,1.51
2fk0,4bgz,1.11
2hmg,4bgz,1.52
2ibx,4bgz,0.46
2rft,4bgz,2.81
2rfu,4bgz,2.81
2viu,4bgz,1.52
2wr0,4bgz,1.26
2wr1,4bgz,1.27
2wr2,4bgz,1.27
2wr3,4bgz,1.36
2wr4,4bgz,1.37
2wr5,4bgz,1.36
2wr7,4bgz,1.39
2wrb,4bgz,1.23
2wrc,4bgz,1.2
2wrd,4bgz,1.21
2wre,4bgz,1.47
2wrf,4bgz,1.3
2wrg,4bgz,1.32
2wrh,4bgz,1.31
2yp2,4bgz,1.54
2yp3,4bgz,1.54
2yp4,4bgz,1.54
2yp5,4bgz,1.53
2yp7,4bgz,1.55
2yp8,4bgz,1.55
2yp9,4bgz,1.54
2ypg,4bgz,1.51
3al4,4bgz,1.27
3bt6,4bgz,2.89
3eyj,4bgz,1.85
3eyk,4bgz,1.88
3eym,4bgz,1.51
3fku,4bgz,0.49
3gbm,4bgz,0.33
3gbn,4bgz,1.04
3hmg,4bgz,1.53
3hto,4bgz,1.16
3htp,4bgz,1.2
3htq,4bgz,1.16
3htt,4bgz,1.19
3ku3,4bgz,0.39
3ku5,4bgz,0.4
3ku6,4bgz,0.38
3lzf,4bgz,0.97
3lzg,4bgz,1.25
3m5g,4bgz,1.52
3m5h,4bgz,1.49
3m5i,4bgz,1.54
3m5j,4bgz,1.49
3m6s,4bgz,1.33
3mlh,4bgz,1.65
3qqb,4bgz,0.39
3qqe,4bgz,0.38
3qqi,4bgz,0.56
3qqo,4bgz,1.47
3r2x,4bgz,0.97
3s11,4bgz,0.36
3s12,4bgz,0.66
3s13,4bgz,0.34
3sdy,4bgz,1.52
3sm5,4bgz,1.11
3ube,4bgz,1.16
3ubj,4bgz,1.17
3ubn,4bgz,1.16
3ubq,4bgz,1.17
3uyw,4bgz,1.15
3uyx,4bgz,1.21
3vun,4bgz,1.55
3znk,4bgz,0.36
3znl,4bgz,0.36
3znm,4bgz,0.34
3zp0,4bgz,0.3
3zp1,4bgz,0.3
3zp2,4bgz,0.34
3zp3,4bgz,0.33
3zp6,4bgz,0.3
3zpb,4bgz,0.32
3ztj,4bgz,1.52
4bgw,4bgz,0.25
4bgx,4bgz,0.28
4bgy,4bgz,0.3
1eo8,4bh0,1.51
1ha0,4bh0,1.53
1hgd,4bh0,1.5
1hge,4bh0,1.5
1hgf,4bh0,1.51
1hgg,4bh0,1.52
1hgh,4bh0,1.51
1hgi,4bh0,1.51
1hgj,4bh0,1.51
1jsd,4bh0,1.19
1jsh,4bh0,1.19
1jsi,4bh0,1.2
1jsm,4bh0,0.51
1jsn,4bh0,0.55
1jso,4bh0,0.5
1ken,4bh0,1.55
1mql,4bh0,1.49
1mqm,4bh0,1.48
1mqn,4bh0,1.48
1qfu,4bh0,1.48
1rd8,4bh0,1.4
1ru7,4bh0,0.92
1rvt,4bh0,0.97
1rvx,4bh0,0.93
1rvz,4bh0,0.92
1ti8,4bh0,1.52
2fk0,4bh0,1.1
2hmg,4bh0,1.51
2ibx,4bh0,0.48
2rft,4bh0,2.82
2rfu,4bh0,2.82
2viu,4bh0,1.51
2wr0,4bh0,1.27
2wr1,4bh0,1.26
2wr2,4bh0,1.26
2wr3,4bh0,1.35
2wr4,4bh0,1.36
2wr5,4bh0,1.36
2wr7,4bh0,1.38
2wrb,4bh0,1.22
2wrc,4bh0,1.2
2wrd,4bh0,1.22
2wre,4bh0,1.48
2wrf,4bh0,1.29
2wrg,4bh0,1.3
2wrh,4bh0,1.28
2yp2,4bh0,1.53
2yp3,4bh0,1.53
2yp4,4bh0,1.53
2yp5,4bh0,1.52
2yp7,4bh0,1.53
2yp8,4bh0,1.54
2yp9,4bh0,1.52
2ypg,4bh0,1.49
3al4,4bh0,1.24
3bt6,4bh0,2.82
3eyj,4bh0,1.83
3eyk,4bh0,1.87
3eym,4bh0,1.5
3fku,4bh0,0.48
3gbm,4bh0,0.36
3gbn,4bh0,1.02
3hmg,4bh0,1.52
3hto,4bh0,1.14
3htp,4bh0,1.17
3htq,4bh0,1.14
3htt,4bh0,1.17
3ku3,4bh0,0.44
3ku5,4bh0,0.44
3ku6,4bh0,0.42
3lzf,4bh0,0.94
3lzg,4bh0,1.23
3m5g,4bh0,1.54
3m5h,4bh0,1.49
3m5i,4bh0,1.56
3m5j,4bh0,1.51
3m6s,4bh0,1.31
3mlh,4bh0,1.64
3qqb,4bh0,0.43
3qqe,4bh0,0.43
3qqi,4bh0,0.6
3qqo,4bh0,1.46
3r2x,4bh0,0.95
3s11,4bh0,0.38
3s12,4bh0,0.65
3s13,4bh0,0.38
3sdy,4bh0,1.5
3sm5,4bh0,1.09
3ube,4bh0,1.16
3ubj,4bh0,1.15
3ubn,4bh0,1.15
3ubq,4bh0,1.15
3uyw,4bh0,1.14
3uyx,4bh0,1.19
3vun,4bh0,1.54
3znk,4bh0,0.4
3znl,4bh0,0.39
3znm,4bh0,0.37
3zp0,4bh0,0.33
3zp1,4bh0,0.33
3zp2,4bh0,0.38
3zp3,4bh0,0.36
3zp6,4bh0,0.34
3zpb,4bh0,0.37
3ztj,4bh0,1.51
4bgw,4bh0,0.28
4bgx,4bh0,0.31
4bgy,4bh0,0.35
4bgz,4bh0,0.18
1eo8,4bh1,1.54
1ha0,4bh1,1.57
1hgd,4bh1,1.53
1hge,4bh1,1.53
1hgf,4bh1,1.54
1hgg,4bh1,1.54
1hgh,4bh1,1.54
1hgi,4bh1,1.53
1hgj,4bh1,1.54
1jsd,4bh1,1.24
1jsh,4bh1,1.25
1jsi,4bh1,1.25
1jsm,4bh1,0.52
1jsn,4bh1,0.52
1jso,4bh1,0.5
1ken,4bh1,1.58
1mql,4bh1,1.51
1mqm,4bh1,1.51
1mqn,4bh1,1.51
1qfu,4bh1,1.51
1rd8,4bh1,1.41
1ru7,4bh1,0.97
1rvt,4bh1,1.02
1rvx,4bh1,0.97
1rvz,4bh1,0.97
1ti8,4bh1,1.53
2fk0,4bh1,1.11
2hmg,4bh1,1.55
2ibx,4bh1,0.49
2rft,4bh1,2.83
2rfu,4bh1,2.84
2viu,4bh1,1.53
2wr0,4bh1,1.26
2wr1,4bh1,1.28
2wr2,4bh1,1.28
2wr3,4bh1,1.35
2wr4,4bh1,1.36
2wr5,4bh1,1.35
2wr7,4bh1,1.38
2wrb,4bh1,1.24
2wrc,4bh1,1.21
2wrd,4bh1,1.22
2wre,4bh1,1.47
2wrf,4bh1,1.29
2wrg,4bh1,1.33
2wrh,4bh1,1.3
2yp2,4bh1,1.58
2yp3,4bh1,1.57
2yp4,4bh1,1.57
2yp5,4bh1,1.56
2yp7,4bh1,1.58
2yp8,4bh1,1.58
2yp9,4bh1,1.57
2ypg,4bh1,1.52
3al4,4bh1,1.29
3bt6,4bh1,2.83
3eyj,4bh1,1.88
3eyk,4bh1,1.91
3eym,4bh1,1.53
3fku,4bh1,0.47
3gbm,4bh1,0.31
3gbn,4bh1,1.07
3hmg,4bh1,1.55
3hto,4bh1,1.18
3htp,4bh1,1.2
3htq,4bh1,1.18
3htt,4bh1,1.19
3ku3,4bh1,0.4
3ku5,4bh1,0.4
3ku6,4bh1,0.38
3lzf,4bh1,1.0
3lzg,4bh1,1.29
3m5g,4bh1,1.55
3m5h,4bh1,1.51
3m5i,4bh1,1.57
3m5j,4bh1,1.51
3m6s,4bh1,1.34
3mlh,4bh1,1.66
3qqb,4bh1,0.4
3qqe,4bh1,0.39
3qqi,4bh1,0.58
3qqo,4bh1,1.47
3r2x,4bh1,0.99
3s11,4bh1,0.33
3s12,4bh1,0.48
3s13,4bh1,0.31
3sdy,4bh1,1.55
3sm5,4bh1,1.24
3ube,4bh1,1.2
3ubj,4bh1,1.19
3ubn,4bh1,1.19
3ubq,4bh1,1.2
3uyw,4bh1,1.18
3uyx,4bh1,1.23
3vun,4bh1,1.57
3znk,4bh1,0.34
3znl,4bh1,0.33
3znm,4bh1,0.31
3zp0,4bh1,0.28
3zp1,4bh1,0.3
3zp2,4bh1,0.37
3zp3,4bh1,0.38
3zp6,4bh1,0.33
3zpb,4bh1,0.33
3ztj,4bh1,1.53
4bgw,4bh1,0.27
4bgx,4bh1,0.26
4bgy,4bh1,0.27
4bgz,4bh1,0.18
4bh0,4bh1,0.23
1eo8,4bh2,1.71
1ha0,4bh2,1.72
1hgd,4bh2,1.68
1hge,4bh2,1.68
1hgf,4bh2,1.69
1hgg,4bh2,1.69
1hgh,4bh2,1.69
1hgi,4bh2,1.69
1hgj,4bh2,1.68
1jsd,4bh2,1.56
1jsh,4bh2,1.56
1jsi,4bh2,1.56
1jsm,4bh2,1.1
1jsn,4bh2,1.13
1jso,4bh2,1.1
1ken,4bh2,1.75
1mql,4bh2,1.69
1mqm,4bh2,1.7
1mqn,4bh2,1.7
1qfu,4bh2,1.69
1rd8,4bh2,1.09
1ru7,4bh2,1.22
1rvt,4bh2,1.23
1rvx,4bh2,1.22
1rvz,4bh2,1.21
1ti8,4bh2,2.08
2fk0,4bh2,0.68
2hmg,4bh2,1.7
2ibx,4bh2,1.09
2rft,4bh2,2.78
2rfu,4bh2,2.78
2viu,4bh2,1.69
2wr0,4bh2,0.93
2wr1,4bh2,0.98
2wr2,4bh2,0.99
2wr3,4bh2,1.17
2wr4,4bh2,1.16
2wr5,4bh2,1.07
2wr7,4bh2,1.18
2wrb,4bh2,0.93
2wrc,4bh2,0.88
2wrd,4bh2,0.89
2wre,4bh2,1.23
2wrf,4bh2,1.02
2wrg,4bh2,1.12
2wrh,4bh2,1.08
2yp2,4bh2,1.74
2yp3,4bh2,1.74
2yp4,4bh2,1.73
2yp5,4bh2,1.73
2yp7,4bh2,1.75
2yp8,4bh2,1.75
2yp9,4bh2,1.74
2ypg,4bh2,1.7
3al4,4bh2,1.07
3bt6,4bh2,2.83
3eyj,4bh2,2.22
3eyk,4bh2,2.25
3eym,4bh2,1.71
3fku,4bh2,1.17
3gbm,4bh2,1.09
3gbn,4bh2,1.35
3hmg,4bh2,1.7
3hto,4bh2,1.12
3htp,4bh2,1.12
3htq,4bh2,1.11
3htt,4bh2,1.1
3ku3,4bh2,1.43
3ku5,4bh2,1.42
3ku6,4bh2,1.42
3lzf,4bh2,1.28
3lzg,4bh2,1.13
3m5g,4bh2,2.06
3m5h,4bh2,2.07
3m5i,4bh2,2.07
3m5j,4bh2,2.05
3m6s,4bh2,1.05
3mlh,4bh2,1.52
3qqb,4bh2,1.42
3qqe,4bh2,1.42
3qqi,4bh2,1.44
3qqo,4bh2,1.11
3r2x,4bh2,1.29
3s11,4bh2,1.09
3s12,4bh2,0.18
3s13,4bh2,1.13
3sdy,4bh2,1.71
3sm5,4bh2,1.0
3ube,4bh2,1.01
3ubj,4bh2,1.06
3ubn,4bh2,1.0
3ubq,4bh2,1.06
3uyw,4bh2,0.97
3uyx,4bh2,1.16
3vun,4bh2,1.72
3znk,4bh2,1.14
3znl,4bh2,1.14
3znm,4bh2,1.15
3zp0,4bh2,1.11
3zp1,4bh2,1.15
3zp2,4bh2,1.08
3zp3,4bh2,1.1
3zp6,4bh2,1.13
3zpb,4bh2,1.17
3ztj,4bh2,1.7
4bgw,4bh2,1.12
4bgx,4bh2,1.12
4bgy,4bh2,1.12
4bgz,4bh2,1.11
4bh0,4bh2,1.12
4bh1,4bh2,1.11
1eo8,4bh3,1.72
1ha0,4bh3,1.74
1hgd,4bh3,1.7
1hge,4bh3,1.69
1hgf,4bh3,1.7
1hgg,4bh3,1.71
1hgh,4bh3,1.7
1hgi,4bh3,1.7
1hgj,4bh3,1.7
1jsd,4bh3,1.55
1jsh,4bh3,1.55
1jsi,4bh3,1.54
1jsm,4bh3,1.09
1jsn,4bh3,1.12
1jso,4bh3,1.09
1ken,4bh3,1.75
1mql,4bh3,1.7
1mqm,4bh3,1.7
1mqn,4bh3,1.7
1qfu,4bh3,1.7
1rd8,4bh3,1.03
1ru7,4bh3,1.17
1rvt,4bh3,1.17
1rvx,4bh3,1.17
1rvz,4bh3,1.17
1ti8,4bh3,2.09
2fk0,4bh3,0.63
2hmg,4bh3,1.71
2ibx,4bh3,1.09
2rft,4bh3,2.8
2rfu,4bh3,2.8
2viu,4bh3,1.7
2wr0,4bh3,0.9
2wr1,4bh3,0.93
2wr2,4bh3,0.93
2wr3,4bh3,1.07
2wr4,4bh3,1.07
2wr5,4bh3,1.04
2wr7,4bh3,1.09
2wrb,4bh3,0.89
2wrc,4bh3,0.85
2wrd,4bh3,0.87
2wre,4bh3,1.19
2wrf,4bh3,0.97
2wrg,4bh3,1.05
2wrh,4bh3,1.01
2yp2,4bh3,1.76
2yp3,4bh3,1.74
2yp4,4bh3,1.74
2yp5,4bh3,1.74
2yp7,4bh3,1.76
2yp8,4bh3,1.76
2yp9,4bh3,1.76
2ypg,4bh3,1.71
3al4,4bh3,1.0
3bt6,4bh3,2.83
3eyj,4bh3,2.19
3eyk,4bh3,2.21
3eym,4bh3,1.72
3fku,4bh3,1.16
3gbm,4bh3,1.09
3gbn,4bh3,1.31
3hmg,4bh3,1.71
3hto,4bh3,1.07
3htp,4bh3,1.07
3htq,4bh3,1.06
3htt,4bh3,1.04
3ku3,4bh3,1.43
3ku5,4bh3,1.42
3ku6,4bh3,1.42
3lzf,4bh3,1.23
3lzg,4bh3,1.06
3m5g,4bh3,2.08
3m5h,4bh3,2.07
3m5i,4bh3,2.1
3m5j,4bh3,2.06
3m6s,4bh3,0.99
3mlh,4bh3,1.48
3qqb,4bh3,1.42
3qqe,4bh3,1.41
3qqi,4bh3,1.45
3qqo,4bh3,1.09
3r2x,4bh3,1.23
3s11,4bh3,1.06
3s12,4bh3,0.18
3s13,4bh3,1.1
3sdy,4bh3,1.73
3sm5,4bh3,0.93
3ube,4bh3,0.97
3ubj,4bh3,0.98
3ubn,4bh3,0.96
3ubq,4bh3,0.99
3uyw,4bh3,0.93
3uyx,4bh3,1.09
3vun,4bh3,1.74
3znk,4bh3,1.13
3znl,4bh3,1.14
3znm,4bh3,1.14
3zp0,4bh3,1.1
3zp1,4bh3,1.14
3zp2,4bh3,1.09
3zp3,4bh3,1.1
3zp6,4bh3,1.12
3zpb,4bh3,1.16
3ztj,4bh3,1.7
4bgw,4bh3,1.11
4bgx,4bh3,1.11
4bgy,4bh3,1.11
4bgz,4bh3,1.1
4bh0,4bh3,1.1
4bh1,4bh3,1.09
4bh2,4bh3,0.26
1eo8,4bh4,1.71
1ha0,4bh4,1.73
1hgd,4bh4,1.68
1hge,4bh4,1.68
1hgf,4bh4,1.69
1hgg,4bh4,1.69
1hgh,4bh4,1.69
1hgi,4bh4,1.69
1hgj,4bh4,1.68
1jsd,4bh4,1.55
1jsh,4bh4,1.55
1jsi,4bh4,1.54
1jsm,4bh4,1.09
1jsn,4bh4,1.12
1jso,4bh4,1.09
1ken,4bh4,1.74
1mql,4bh4,1.7
1mqm,4bh4,1.7
1mqn,4bh4,1.7
1qfu,4bh4,1.69
1rd8,4bh4,1.05
1ru7,4bh4,1.19
1rvt,4bh4,1.18
1rvx,4bh4,1.19
1rvz,4bh4,1.18
1ti8,4bh4,2.07
2fk0,4bh4,0.64
2hmg,4bh4,1.7
2ibx,4bh4,1.08
2rft,4bh4,2.78
2rfu,4bh4,2.78
2viu,4bh4,1.69
2wr0,4bh4,0.9
2wr1,4bh4,0.93
2wr2,4bh4,0.94
2wr3,4bh4,1.08
2wr4,4bh4,1.07
2wr5,4bh4,1.02
2wr7,4bh4,1.09
2wrb,4bh4,0.89
2wrc,4bh4,0.84
2wrd,4bh4,0.86
2wre,4bh4,1.17
2wrf,4bh4,0.98
2wrg,4bh4,1.07
2wrh,4bh4,1.03
2yp2,4bh4,1.75
2yp3,4bh4,1.73
2yp4,4bh4,1.73
2yp5,4bh4,1.73
2yp7,4bh4,1.75
2yp8,4bh4,1.75
2yp9,4bh4,1.74
2ypg,4bh4,1.7
3al4,4bh4,1.02
3bt6,4bh4,2.82
3eyj,4bh4,2.18
3eyk,4bh4,2.2
3eym,4bh4,1.71
3fku,4bh4,1.16
3gbm,4bh4,1.08
3gbn,4bh4,1.33
3hmg,4bh4,1.69
3hto,4bh4,1.08
3htp,4bh4,1.08
3htq,4bh4,1.07
3htt,4bh4,1.05
3ku3,4bh4,1.4
3ku5,4bh4,1.4
3ku6,4bh4,1.39
3lzf,4bh4,1.24
3lzg,4bh4,1.07
3m5g,4bh4,2.06
3m5h,4bh4,2.06
3m5i,4bh4,2.08
3m5j,4bh4,2.04
3m6s,4bh4,1.0
