p_id,p_id2,score
3htq,4bh1,1023.0
3htq,2yp7,537.0
3htq,4n5k,542.0
3htq,4n5j,542.0
3htq,4uo0,587.0
3htq,4uo1,587.0
3htq,2yp9,537.0
3htq,4uo3,588.0
3htq,4uo4,589.0
3htq,4uo5,589.0
3htq,4uo6,589.0
3htq,4uo7,589.0
3htq,4lkg,533.0
3htq,4n5y,1034.0
3htq,4n5z,1028.0
3htq,4lki,532.0
3htq,4lkh,533.0
3htq,4lkk,532.0
3htq,3htt,1742.0
3htq,1hgf,574.0
3htq,1hgg,574.0
3htq,1hgd,574.0
3htq,1hge,574.0
3htq,4fiu,773.0
3htq,4lcx,533.0
3htq,3ubn,1408.0
3htq,1hgj,574.0
3htq,4bh4,1027.0
3htq,1hgh,574.0
3htq,1hgi,574.0
3htq,4unz,575.0
3htq,3eyk,537.0
3htq,4kon,525.0
3htq,3eyj,537.0
3htq,2yp8,537.0
3htq,3ztj,574.0
3htq,4kwm,1036.0
3htq,4d00,600.0
3htq,4k66,1014.0
3htq,3uyw,784.0
3htq,4kdq,1010.0
3htq,2ibx,1051.0
3htq,3uyx,788.0
3htq,3ube,1408.0
3htq,2ypg,574.0
3htq,3m5j,508.0
3htq,4m5z,797.0
3htq,3m5h,508.0
3htq,3m5g,508.0
3htq,4uoa,591.0
3htq,3ubj,1408.0
3htq,4bsh,555.0
3htq,3gbm,1040.0
3htq,3gbn,1616.0
3htq,4gms,557.0
3htq,3r2x,1627.0
3htq,4fp8,412.0
3htq,4kdo,1039.0
3htq,3zp3,1047.0
3htq,4kdm,1039.0
3htq,4unx,575.0
3htq,4kth,1033.0
3htq,3al4,1407.0
3htp,2fk0,1040.0
3htp,4m4y,1414.0
3htp,4kvn,541.0
3htp,3hmg,581.0
3htp,4mhi,1060.0
3htp,3hto,1742.0
3htp,4mhj,1060.0
3htp,4fqy,575.0
3htp,2wrg,1615.0
3htp,2viu,568.0
3htp,4fqr,575.0
3htp,4hlz,1112.0
3htp,4fnk,575.0
3htp,4fqi,1040.0
3htp,4juh,1634.0
3htp,2wrc,1075.0
3htp,3znk,1051.0
3htp,5hmg,574.0
3htp,3znm,1051.0
3htp,3znl,1051.0
3htp,2wrb,1075.0
3htp,4ln8,542.0
3htp,4hg4,1097.0
3htp,4ln6,542.0
3htp,4lxv,1415.0
3htp,4eda,1415.0
3htp,4ln3,522.0
3htp,4kw1,1033.0
3htp,4wa1,584.0
3htp,4wa2,584.0
3htp,3s11,1032.0
3htp,3s13,823.0
3htp,3s12,1032.0
3htp,4hf5,1112.0
3htp,1jsm,1060.0
3htp,1jsn,1060.0
3htp,1jso,1060.0
3htp,1jsh,804.0
3htp,1jsi,804.0
3htp,1jsd,804.0
3htp,3ubq,1408.0
3htp,3zpb,1048.0
3htp,4uo2,587.0
3htp,4jtv,1407.0
3htp,3sm5,1340.0
3htp,3sdy,575.0
3htp,3qqe,1112.0
3htp,4h32,747.0
3htp,3qqb,1112.0
3htp,4jtx,1413.0
3htp,1rvz,1422.0
3htp,1rvx,1422.0
3htp,4kps,776.0
3htp,1mql,588.0
3htp,4kpq,776.0
3htp,4edb,1347.0
3htp,3lzg,1425.0
3htp,3lzf,1627.0
3htp,1rvt,1599.0
3htp,4bh2,1027.0
3htp,3eym,574.0
3htp,4hfu,1097.0
3htp,4bgw,1051.0
3htp,4gxx,1626.0
3htp,4bgz,1023.0
3htp,4bgy,1051.0
3htp,4bgx,1051.0
3htp,4f15,828.0
3htp,4bh3,1027.0
3htp,1qfu,574.0
3htp,3zp6,1048.0
3htp,1mqm,588.0
3htp,3zp2,1047.0
3htp,3zp1,1051.0
3htp,3zp0,1051.0
3htp,4uo8,589.0
3htp,3m5i,508.0
3htp,4uo9,590.0
3htp,4bh0,1023.0
3htp,4n64,542.0
3htp,2wrf,1096.0
3htp,2wre,1090.0
3htp,2wrd,1090.0
3htp,4n60,542.0
3htp,4n61,542.0
3htp,4n62,542.0
3htp,4n63,542.0
3htp,4cr0,1044.0
3htp,1eo8,574.0
3htp,2wrh,1654.0
3htp,4cz0,614.0
3htp,2yp5,539.0
3htp,4ln4,522.0
3htp,4ju0,1424.0
3htp,1ti8,538.0
3htp,1rd8,1616.0
3htp,3vun,576.0
3htp,2yp4,539.0
3htp,1ru7,1422.0
3htp,4dj6,550.0
3htp,4dj7,550.0
3htp,4bsi,555.0
3htp,3m6s,1422.0
3htp,4o58,557.0
3htp,4bsf,542.0
3htp,4dj8,550.0
3htp,4bsd,542.0
3htp,4bsc,542.0
3htp,4bsb,542.0
3htp,4bsa,542.0
3htp,2wr7,1075.0
3htp,2wr5,1082.0
3htp,2wr4,1082.0
3htp,4i78,758.0
3htp,2wr2,1094.0
3htp,2wr1,1094.0
3htp,2wr0,1094.0
3htp,4k65,1014.0
3htp,4k64,1029.0
3htp,4k67,1014.0
3htp,4py8,1616.0
3htp,4nm8,575.0
3htp,4k63,1029.0
3htp,4k62,1029.0
3htp,4bsg,555.0
3htp,1mqn,588.0
3htp,3ku5,1099.0
3htp,3ku6,1105.0
3htp,4bse,542.0
3htp,3ku3,1112.0
3htp,4lkj,532.0
3htp,2hmg,574.0
3htp,4jug,1634.0
3htp,4fqv,540.0
3htp,4o5i,538.0
3htp,4juk,1037.0
3htp,4juj,1634.0
3htp,4jum,1030.0
3htp,4jul,1015.0
3htp,4o5n,538.0
3htp,4jun,1018.0
3htp,1ken,574.0
3htp,4kdn,1039.0
3htp,4gxu,1616.0
3htp,2yp3,539.0
3htp,2yp2,539.0
3htp,4uny,575.0
3htp,4bh1,1023.0
3htp,2yp7,537.0
3htp,4n5k,542.0
3htp,4n5j,542.0
3htp,4uo0,587.0
3htp,4uo1,587.0
3htp,2yp9,537.0
3htp,4uo3,588.0
3htp,4uo4,589.0
3htp,4uo5,589.0
3htp,4uo6,589.0
3htp,4uo7,589.0
3htp,4lkg,533.0
3htp,4n5y,1034.0
3htp,4n5z,1028.0
3htp,4lki,532.0
3htp,4lkh,533.0
3htp,4lkk,532.0
3htp,3htt,1742.0
3htp,1hgf,574.0
3htp,1hgg,574.0
3htp,1hgd,574.0
3htp,1hge,574.0
3htp,4fiu,773.0
3htp,4lcx,533.0
3htp,3ubn,1408.0
3htp,1hgj,574.0
3htp,4bh4,1027.0
3htp,1hgh,574.0
3htp,1hgi,574.0
3htp,4unz,575.0
3htp,3eyk,537.0
3htp,4kon,525.0
3htp,3eyj,537.0
3htp,2yp8,537.0
3htp,3ztj,574.0
3htp,4kwm,1036.0
3htp,4d00,600.0
3htp,4k66,1014.0
3htp,3uyw,784.0
3htp,4kdq,1010.0
3htp,2ibx,1051.0
3htp,3uyx,788.0
3htp,3ube,1408.0
3htp,2ypg,574.0
3htp,3m5j,508.0
3htp,4m5z,797.0
3htp,3m5h,508.0
3htp,3m5g,508.0
3htp,4uoa,591.0
3htp,3ubj,1408.0
3htp,4bsh,555.0
3htp,3gbm,1040.0
3htp,3gbn,1616.0
3htp,4gms,557.0
3htp,3r2x,1627.0
3htp,4fp8,412.0
3htp,4kdo,1039.0
3htp,3zp3,1047.0
3htp,4kdm,1039.0
3htp,4unx,575.0
3htp,4kth,1033.0
3htp,3al4,1407.0
2fk0,4m4y,1022.0
2fk0,4kvn,546.0
2fk0,3hmg,578.0
2fk0,4mhi,1671.0
2fk0,3hto,1040.0
2fk0,4mhj,1671.0
2fk0,4fqy,578.0
2fk0,2wrg,1028.0
2fk0,2viu,569.0
2fk0,4fqr,578.0
2fk0,4hlz,1242.0
2fk0,4fnk,578.0
2fk0,4fqi,1739.0
2fk0,4juh,1047.0
2fk0,2wrc,1182.0
2fk0,3znk,1716.0
2fk0,5hmg,571.0
2fk0,3znm,1716.0
2fk0,3znl,1716.0
2fk0,2wrb,1182.0
2fk0,4ln8,540.0
2fk0,4hg4,1223.0
2fk0,4ln6,540.0
2fk0,4lxv,1017.0
2fk0,4eda,984.0
2fk0,4ln3,561.0
2fk0,4kw1,1624.0
2fk0,4wa1,561.0
2fk0,4wa2,561.0
2fk0,3s11,1656.0
2fk0,3s13,1397.0
2fk0,3s12,1666.0
2fk0,4hf5,1242.0
2fk0,1jsm,1588.0
2fk0,1jsn,1588.0
2fk0,1jso,1588.0
2fk0,1jsh,736.0
2fk0,1jsi,736.0
2fk0,1jsd,736.0
2fk0,3ubq,988.0
2fk0,3zpb,1719.0
2fk0,4uo2,571.0
2fk0,4jtv,987.0
2fk0,3sm5,978.0
2fk0,3sdy,578.0
2fk0,3qqe,1242.0
2fk0,4h32,767.0
2fk0,3qqb,1242.0
2fk0,4jtx,1013.0
2fk0,1rvz,1024.0
2fk0,1rvx,1024.0
2fk0,4kps,805.0
2fk0,1mql,574.0
2fk0,4kpq,805.0
2fk0,4edb,975.0
2fk0,3lzg,1005.0
2fk0,3lzf,1040.0
2fk0,1rvt,1052.0
2fk0,4bh2,1697.0
2fk0,3eym,571.0
2fk0,4hfu,1223.0
2fk0,4bgw,1716.0
2fk0,4gxx,1067.0
2fk0,4bgz,1628.0
2fk0,4bgy,1716.0
2fk0,4bgx,1716.0
2fk0,4f15,497.0
2fk0,4bh3,1697.0
2fk0,1qfu,571.0
2fk0,3zp6,1719.0
2fk0,1mqm,574.0
2fk0,3zp2,1718.0
2fk0,3zp1,1722.0
2fk0,3zp0,1722.0
2fk0,4uo8,572.0
2fk0,3m5i,510.0
2fk0,4uo9,572.0
2fk0,4bh0,1628.0
2fk0,4n64,540.0
2fk0,2wrf,1202.0
2fk0,2wre,1189.0
2fk0,2wrd,1188.0
2fk0,4n60,540.0
2fk0,4n61,540.0
2fk0,4n62,540.0
2fk0,4n63,540.0
2fk0,4cr0,1702.0
2fk0,1eo8,571.0
2fk0,2wrh,1024.0
2fk0,4cz0,543.0
2fk0,2yp5,543.0
2fk0,4ln4,561.0
2fk0,4ju0,1004.0
2fk0,1ti8,545.0
2fk0,1rd8,1049.0
2fk0,3vun,572.0
2fk0,2yp4,543.0
2fk0,1ru7,1024.0
2fk0,4dj6,562.0
2fk0,4dj7,562.0
2fk0,4bsi,554.0
2fk0,3m6s,1023.0
2fk0,4o58,586.0
2fk0,4bsf,540.0
2fk0,4dj8,562.0
2fk0,4bsd,540.0
2fk0,4bsc,540.0
2fk0,4bsb,540.0
2fk0,4bsa,540.0
2fk0,2wr7,1182.0
2fk0,2wr5,1241.0
2fk0,2wr4,1241.0
2fk0,4i78,758.0
2fk0,2wr2,1249.0
2fk0,2wr1,1249.0
2fk0,2wr0,1249.0
2fk0,4k65,1631.0
2fk0,4k64,1655.0
2fk0,4k67,1631.0
2fk0,4py8,1057.0
2fk0,4nm8,578.0
2fk0,4k63,1655.0
2fk0,4k62,1655.0
2fk0,4bsg,554.0
2fk0,1mqn,574.0
2fk0,3ku5,1229.0
2fk0,3ku6,1235.0
2fk0,4bse,540.0
2fk0,3ku3,1242.0
2fk0,4lkj,538.0
2fk0,2hmg,571.0
2fk0,4jug,1047.0
2fk0,4fqv,552.0
2fk0,4o5i,552.0
2fk0,4juk,1618.0
2fk0,4juj,1047.0
2fk0,4jum,1630.0
2fk0,4jul,1633.0
2fk0,4o5n,552.0
2fk0,4jun,1650.0
2fk0,1ken,571.0
2fk0,4kdn,1698.0
2fk0,4gxu,1057.0
2fk0,2yp3,543.0
2fk0,2yp2,543.0
2fk0,4uny,562.0
2fk0,4bh1,1628.0
2fk0,2yp7,541.0
2fk0,4n5k,540.0
2fk0,4n5j,540.0
2fk0,4uo0,571.0
2fk0,4uo1,571.0
2fk0,2yp9,541.0
2fk0,4uo3,571.0
2fk0,4uo4,572.0
2fk0,4uo5,572.0
2fk0,4uo6,572.0
2fk0,4uo7,572.0
2fk0,4lkg,544.0
2fk0,4n5y,1721.0
2fk0,4n5z,1715.0
2fk0,4lki,538.0
2fk0,4lkh,544.0
2fk0,4lkk,538.0
2fk0,3htt,1040.0
2fk0,1hgf,571.0
2fk0,1hgg,571.0
2fk0,1hgd,571.0
2fk0,1hge,571.0
2fk0,4fiu,805.0
2fk0,4lcx,544.0
2fk0,3ubn,988.0
2fk0,1hgj,571.0
2fk0,4bh4,1697.0
2fk0,1hgh,571.0
2fk0,1hgi,571.0
2fk0,4unz,562.0
2fk0,3eyk,588.0
2fk0,4kon,531.0
2fk0,3eyj,588.0
2fk0,2yp8,541.0
2fk0,3ztj,571.0
2fk0,4kwm,1666.0
2fk0,4d00,555.0
2fk0,4k66,1631.0
2fk0,3uyw,482.0
2fk0,4kdq,1660.0
2fk0,2ibx,1716.0
2fk0,3uyx,485.0
2fk0,3ube,988.0
2fk0,2ypg,571.0
2fk0,3m5j,510.0
2fk0,4m5z,485.0
2fk0,3m5h,510.0
2fk0,3m5g,510.0
2fk0,4uoa,575.0
2fk0,3ubj,988.0
2fk0,4bsh,554.0
2fk0,3gbm,1739.0
2fk0,3gbn,1057.0
2fk0,4gms,586.0
2fk0,3r2x,1040.0
2fk0,4fp8,403.0
2fk0,4kdo,1698.0
2fk0,3zp3,1718.0
2fk0,4kdm,1698.0
2fk0,4unx,562.0
2fk0,4kth,1643.0
2fk0,3al4,987.0
4m4y,4kvn,544.0
4m4y,3hmg,572.0
4m4y,4mhi,1045.0
4m4y,3hto,1414.0
4m4y,4mhj,1045.0
4m4y,4fqy,572.0
4m4y,2wrg,1475.0
4m4y,2viu,563.0
4m4y,4fqr,572.0
4m4y,4hlz,1016.0
4m4y,4fnk,572.0
4m4y,4fqi,1022.0
4m4y,4juh,1480.0
4m4y,2wrc,963.0
4m4y,3znk,999.0
4m4y,5hmg,565.0
4m4y,3znm,999.0
4m4y,3znl,999.0
4m4y,2wrb,963.0
4m4y,4ln8,498.0
4m4y,4hg4,1001.0
4m4y,4ln6,498.0
4m4y,4lxv,1716.0
4m4y,4eda,1692.0
4m4y,4ln3,518.0
4m4y,4kw1,963.0
4m4y,4wa1,575.0
4m4y,4wa2,575.0
4m4y,3s11,1020.0
4m4y,3s13,786.0
4m4y,3s12,1005.0
4m4y,4hf5,1016.0
4m4y,1jsm,1027.0
4m4y,1jsn,1027.0
4m4y,1jso,1027.0
4m4y,1jsh,721.0
4m4y,1jsi,721.0
4m4y,1jsd,721.0
4m4y,3ubq,1707.0
4m4y,3zpb,1009.0
4m4y,4uo2,579.0
4m4y,4jtv,1706.0
4m4y,3sm5,1296.0
4m4y,3sdy,572.0
4m4y,3qqe,1016.0
4m4y,4h32,733.0
4m4y,3qqb,1016.0
4m4y,4jtx,1729.0
4m4y,1rvz,1347.0
4m4y,1rvx,1347.0
4m4y,4kps,816.0
4m4y,1mql,573.0
4m4y,4kpq,816.0
4m4y,4edb,1285.0
4m4y,3lzg,1724.0
4m4y,3lzf,1487.0
4m4y,1rvt,1499.0
4m4y,4bh2,992.0
4m4y,3eym,565.0
4m4y,4hfu,1001.0
4m4y,4bgw,999.0
4m4y,4gxx,1493.0
4m4y,4bgz,971.0
4m4y,4bgy,999.0
4m4y,4bgx,999.0
4m4y,4f15,1062.0
4m4y,4bh3,992.0
4m4y,1qfu,565.0
4m4y,3zp6,1009.0
4m4y,1mqm,573.0
4m4y,3zp2,1001.0
4m4y,3zp1,1005.0
4m4y,3zp0,1005.0
4m4y,4uo8,577.0
4m4y,3m5i,491.0
4m4y,4uo9,578.0
4m4y,4bh0,971.0
4m4y,4n64,498.0
4m4y,2wrf,971.0
4m4y,2wre,976.0
4m4y,2wrd,976.0
4m4y,4n60,498.0
4m4y,4n61,498.0
4m4y,4n62,498.0
4m4y,4n63,498.0
4m4y,4cr0,990.0
4m4y,1eo8,565.0
4m4y,2wrh,1386.0
4m4y,4cz0,561.0
4m4y,2yp5,554.0
4m4y,4ln4,518.0
4m4y,4ju0,1720.0
4m4y,1ti8,498.0
4m4y,1rd8,1496.0
4m4y,3vun,565.0
4m4y,2yp4,554.0
4m4y,1ru7,1347.0
4m4y,4dj6,504.0
4m4y,4dj7,504.0
4m4y,4bsi,505.0
4m4y,3m6s,1721.0
4m4y,4o58,566.0
4m4y,4bsf,498.0
4m4y,4dj8,504.0
4m4y,4bsd,498.0
4m4y,4bsc,498.0
4m4y,4bsb,498.0
4m4y,4bsa,498.0
4m4y,2wr7,963.0
4m4y,2wr5,997.0
4m4y,2wr4,997.0
4m4y,4i78,724.0
4m4y,2wr2,999.0
4m4y,2wr1,999.0
4m4y,2wr0,999.0
4m4y,4k65,979.0
4m4y,4k64,994.0
4m4y,4k67,979.0
4m4y,4py8,1504.0
4m4y,4nm8,572.0
4m4y,4k63,994.0
4m4y,4k62,994.0
4m4y,4bsg,505.0
4m4y,1mqn,573.0
4m4y,3ku5,1003.0
4m4y,3ku6,1009.0
4m4y,4bse,498.0
4m4y,3ku3,1016.0
4m4y,4lkj,498.0
4m4y,2hmg,565.0
4m4y,4jug,1480.0
4m4y,4fqv,497.0
4m4y,4o5i,550.0
4m4y,4juk,987.0
4m4y,4juj,1480.0
4m4y,4jum,1001.0
4m4y,4jul,987.0
4m4y,4o5n,550.0
4m4y,4jun,996.0
4m4y,1ken,565.0
4m4y,4kdn,993.0
4m4y,4gxu,1504.0
4m4y,2yp3,554.0
4m4y,2yp2,554.0
4m4y,4uny,573.0
4m4y,4bh1,971.0
4m4y,2yp7,543.0
4m4y,4n5k,498.0
4m4y,4n5j,498.0
4m4y,4uo0,579.0
4m4y,4uo1,579.0
4m4y,2yp9,543.0
4m4y,4uo3,580.0
4m4y,4uo4,577.0
4m4y,4uo5,577.0
4m4y,4uo6,577.0
4m4y,4uo7,577.0
4m4y,4lkg,501.0
4m4y,4n5y,1016.0
4m4y,4n5z,1010.0
4m4y,4lki,498.0
4m4y,4lkh,501.0
4m4y,4lkk,498.0
4m4y,3htt,1414.0
4m4y,1hgf,565.0
4m4y,1hgg,565.0
4m4y,1hgd,564.0
4m4y,1hge,564.0
4m4y,4fiu,812.0
4m4y,4lcx,501.0
4m4y,3ubn,1707.0
4m4y,1hgj,565.0
4m4y,4bh4,992.0
4m4y,1hgh,565.0
4m4y,1hgi,565.0
4m4y,4unz,573.0
4m4y,3eyk,563.0
4m4y,4kon,491.0
4m4y,3eyj,563.0
4m4y,2yp8,543.0
4m4y,3ztj,565.0
4m4y,4kwm,1018.0
4m4y,4d00,565.0
4m4y,4k66,979.0
4m4y,3uyw,1027.0
4m4y,4kdq,980.0
4m4y,2ibx,999.0
4m4y,3uyx,1008.0
4m4y,3ube,1707.0
4m4y,2ypg,565.0
4m4y,3m5j,491.0
4m4y,4m5z,1029.0
4m4y,3m5h,491.0
4m4y,3m5g,491.0
4m4y,4uoa,579.0
4m4y,3ubj,1707.0
4m4y,4bsh,505.0
4m4y,3gbm,1022.0
4m4y,3gbn,1504.0
4m4y,4gms,566.0
4m4y,3r2x,1487.0
4m4y,4fp8,392.0
4m4y,4kdo,993.0
4m4y,3zp3,1001.0
4m4y,4kdm,993.0
4m4y,4unx,573.0
4m4y,4kth,1010.0
4m4y,3al4,1706.0
4kvn,3hmg,1371.0
4kvn,4mhi,554.0
4kvn,3hto,541.0
4kvn,4mhj,554.0
4kvn,4fqy,1372.0
4kvn,2wrg,558.0
4kvn,2viu,1370.0
4kvn,4fqr,1372.0
4kvn,4hlz,482.0
4kvn,4fnk,1372.0
4kvn,4fqi,546.0
4kvn,4juh,569.0
4kvn,2wrc,477.0
4kvn,3znk,544.0
4kvn,5hmg,1376.0
4kvn,3znm,544.0
4kvn,3znl,544.0
4kvn,2wrb,477.0
4kvn,4ln8,546.0
4kvn,4hg4,491.0
4kvn,4ln6,546.0
4kvn,4lxv,548.0
4kvn,4eda,530.0
4kvn,4ln3,540.0
4kvn,4kw1,530.0
4kvn,4wa1,1342.0
4kvn,4wa2,1342.0
4kvn,3s11,539.0
4kvn,3s13,404.0
4kvn,3s12,531.0
4kvn,4hf5,482.0
4kvn,1jsm,538.0
4kvn,1jsn,538.0
4kvn,1jso,538.0
4kvn,1jsh,503.0
4kvn,1jsi,503.0
4kvn,1jsd,503.0
4kvn,3ubq,533.0
4kvn,3zpb,547.0
4kvn,4uo2,1293.0
4kvn,4jtv,524.0
4kvn,3sm5,558.0
4kvn,3sdy,1372.0
4kvn,3qqe,482.0
4kvn,4h32,431.0
4kvn,3qqb,482.0
4kvn,4jtx,542.0
4kvn,1rvz,553.0
4kvn,1rvx,553.0
4kvn,4kps,434.0
4kvn,1mql,1382.0
4kvn,4kpq,434.0
4kvn,4edb,563.0
4kvn,3lzg,542.0
4kvn,3lzf,570.0
4kvn,1rvt,568.0
4kvn,4bh2,540.0
4kvn,3eym,1376.0
4kvn,4hfu,491.0
4kvn,4bgw,544.0
4kvn,4gxx,567.0
4kvn,4bgz,508.0
4kvn,4bgy,544.0
4kvn,4bgx,544.0
4kvn,4f15,206.0
4kvn,4bh3,540.0
4kvn,1qfu,1376.0
4kvn,3zp6,547.0
4kvn,1mqm,1382.0
4kvn,3zp2,539.0
4kvn,3zp1,543.0
4kvn,3zp0,543.0
4kvn,4uo8,1293.0
4kvn,3m5i,549.0
4kvn,4uo9,1297.0
4kvn,4bh0,508.0
4kvn,4n64,546.0
4kvn,2wrf,469.0
4kvn,2wre,488.0
4kvn,2wrd,487.0
4kvn,4n60,546.0
4kvn,4n61,546.0
4kvn,4n62,546.0
4kvn,4n63,546.0
4kvn,4cr0,541.0
4kvn,1eo8,1376.0
4kvn,2wrh,548.0
4kvn,4cz0,590.0
4kvn,2yp5,1615.0
4kvn,4ln4,540.0
4kvn,4ju0,541.0
4kvn,1ti8,562.0
4kvn,1rd8,571.0
4kvn,3vun,1379.0
4kvn,2yp4,1615.0
4kvn,1ru7,553.0
4kvn,4dj6,570.0
4kvn,4dj7,570.0
4kvn,4bsi,561.0
4kvn,3m6s,551.0
4kvn,4o58,1411.0
4kvn,4bsf,546.0
4kvn,4dj8,570.0
4kvn,4bsd,548.0
4kvn,4bsc,548.0
4kvn,4bsb,548.0
4kvn,4bsa,548.0
4kvn,2wr7,477.0
4kvn,2wr5,483.0
4kvn,2wr4,483.0
4kvn,4i78,430.0
4kvn,2wr2,490.0
4kvn,2wr1,490.0
4kvn,2wr0,490.0
4kvn,4k65,521.0
4kvn,4k64,513.0
4kvn,4k67,521.0
4kvn,4py8,572.0
4kvn,4nm8,1372.0
4kvn,4k63,513.0
4kvn,4k62,513.0
4kvn,4bsg,561.0
4kvn,1mqn,1382.0
4kvn,3ku5,491.0
4kvn,3ku6,487.0
4kvn,4bse,546.0
4kvn,3ku3,482.0
4kvn,4lkj,542.0
4kvn,2hmg,1376.0
4kvn,4jug,569.0
4kvn,4fqv,560.0
4kvn,4o5i,1629.0
4kvn,4juk,511.0
4kvn,4juj,569.0
4kvn,4jum,524.0
4kvn,4jul,504.0
4kvn,4o5n,1629.0
4kvn,4jun,520.0
4kvn,1ken,1376.0
4kvn,4kdn,539.0
4kvn,4gxu,572.0
4kvn,2yp3,1615.0
4kvn,2yp2,1615.0
4kvn,4uny,1309.0
4kvn,4bh1,508.0
4kvn,2yp7,1625.0
4kvn,4n5k,546.0
4kvn,4n5j,546.0
4kvn,4uo0,1293.0
4kvn,4uo1,1293.0
4kvn,2yp9,1625.0
4kvn,4uo3,1297.0
4kvn,4uo4,1293.0
4kvn,4uo5,1293.0
4kvn,4uo6,1293.0
4kvn,4uo7,1293.0
4kvn,4lkg,537.0
4kvn,4n5y,548.0
4kvn,4n5z,542.0
4kvn,4lki,542.0
4kvn,4lkh,537.0
4kvn,4lkk,542.0
4kvn,3htt,541.0
4kvn,1hgf,1376.0
4kvn,1hgg,1376.0
4kvn,1hgd,1377.0
4kvn,1hge,1377.0
4kvn,4fiu,436.0
4kvn,4lcx,537.0
4kvn,3ubn,533.0
4kvn,1hgj,1376.0
4kvn,4bh4,540.0
4kvn,1hgh,1376.0
4kvn,1hgi,1376.0
4kvn,4unz,1309.0
4kvn,3eyk,986.0
4kvn,4kon,547.0
4kvn,3eyj,986.0
4kvn,2yp8,1625.0
4kvn,3ztj,1376.0
4kvn,4kwm,521.0
4kvn,4d00,586.0
4kvn,4k66,521.0
4kvn,3uyw,199.0
4kvn,4kdq,522.0
4kvn,2ibx,544.0
4kvn,3uyx,194.0
4kvn,3ube,533.0
4kvn,2ypg,1376.0
4kvn,3m5j,549.0
4kvn,4m5z,202.0
4kvn,3m5h,549.0
4kvn,3m5g,549.0
4kvn,4uoa,1296.0
4kvn,3ubj,533.0
4kvn,4bsh,561.0
4kvn,3gbm,546.0
4kvn,3gbn,572.0
4kvn,4gms,1411.0
4kvn,3r2x,570.0
4kvn,4fp8,1079.0
4kvn,4kdo,539.0
4kvn,3zp3,539.0
4kvn,4kdm,539.0
4kvn,4unx,1309.0
4kvn,4kth,529.0
4kvn,3al4,524.0
3hmg,4mhi,585.0
3hmg,3hto,581.0
3hmg,4mhj,585.0
3hmg,4fqy,1676.0
3hmg,2wrg,582.0
3hmg,2viu,1678.0
3hmg,4fqr,1676.0
3hmg,4hlz,544.0
3hmg,4fnk,1676.0
3hmg,4fqi,578.0
3hmg,4juh,601.0
3hmg,2wrc,521.0
3hmg,3znk,571.0
3hmg,5hmg,1684.0
3hmg,3znm,571.0
3hmg,3znl,571.0
3hmg,2wrb,521.0
3hmg,4ln8,591.0
3hmg,4hg4,540.0
3hmg,4ln6,591.0
3hmg,4lxv,589.0
3hmg,4eda,553.0
3hmg,4ln3,596.0
3hmg,4kw1,565.0
3hmg,4wa1,1584.0
3hmg,4wa2,1584.0
3hmg,3s11,567.0
3hmg,3s13,422.0
3hmg,3s12,560.0
3hmg,4hf5,544.0
3hmg,1jsm,567.0
3hmg,1jsn,567.0
3hmg,1jso,567.0
3hmg,1jsh,518.0
3hmg,1jsi,518.0
3hmg,1jsd,518.0
3hmg,3ubq,555.0
3hmg,3zpb,567.0
3hmg,4uo2,1485.0
3hmg,4jtv,546.0
3hmg,3sm5,575.0
3hmg,3sdy,1676.0
3hmg,3qqe,544.0
3hmg,4h32,445.0
3hmg,3qqb,544.0
3hmg,4jtx,572.0
3hmg,1rvz,556.0
3hmg,1rvx,556.0
3hmg,4kps,467.0
3hmg,1mql,1628.0
3hmg,4kpq,467.0
3hmg,4edb,569.0
3hmg,3lzg,564.0
3hmg,3lzf,594.0
3hmg,1rvt,605.0
3hmg,4bh2,557.0
3hmg,3eym,1684.0
3hmg,4hfu,540.0
3hmg,4bgw,571.0
3hmg,4gxx,612.0
3hmg,4bgz,536.0
3hmg,4bgy,571.0
3hmg,4bgx,571.0
3hmg,4f15,224.0
3hmg,4bh3,557.0
3hmg,1qfu,1684.0
3hmg,3zp6,567.0
3hmg,1mqm,1628.0
3hmg,3zp2,566.0
3hmg,3zp1,570.0
3hmg,3zp0,570.0
3hmg,4uo8,1462.0
3hmg,3m5i,595.0
3hmg,4uo9,1466.0
3hmg,4bh0,536.0
3hmg,4n64,591.0
3hmg,2wrf,537.0
3hmg,2wre,533.0
3hmg,2wrd,533.0
3hmg,4n60,591.0
3hmg,4n61,591.0
3hmg,4n62,591.0
3hmg,4n63,591.0
3hmg,4cr0,570.0
3hmg,1eo8,1684.0
3hmg,2wrh,590.0
3hmg,4cz0,665.0
3hmg,2yp5,1399.0
3hmg,4ln4,596.0
3hmg,4ju0,563.0
3hmg,1ti8,612.0
3hmg,1rd8,603.0
3hmg,3vun,1677.0
3hmg,2yp4,1399.0
3hmg,1ru7,556.0
3hmg,4dj6,614.0
3hmg,4dj7,614.0
3hmg,4bsi,612.0
3hmg,3m6s,580.0
3hmg,4o58,1577.0
3hmg,4bsf,591.0
3hmg,4dj8,614.0
3hmg,4bsd,586.0
3hmg,4bsc,586.0
3hmg,4bsb,586.0
3hmg,4bsa,586.0
3hmg,2wr7,521.0
3hmg,2wr5,550.0
3hmg,2wr4,550.0
3hmg,4i78,436.0
3hmg,2wr2,555.0
3hmg,2wr1,555.0
3hmg,2wr0,555.0
3hmg,4k65,543.0
